Player_ID;Date;Seconds;Left Force;Right Force
ZVE0A;2024-01-17;0;26.25;9
ZVE0A;2024-01-17;0.69;25.25;9.75
ZVE0A;2024-01-17;0.7;22.5;11
ZVE0A;2024-01-17;0.72;19;8.5
ZVE0A;2024-01-17;0.72;26;10
ZVE0A;2024-01-17;0.72;25;10
ZVE0A;2024-01-17;0.75;24;10.75
ZVE0A;2024-01-17;0.78;23.75;9.5
ZVE0A;2024-01-17;0.78;24.5;10
ZVE0A;2024-01-17;0.81;24.5;10.25
ZVE0A;2024-01-17;0.84;24;10.25
ZVE0A;2024-01-17;0.84;23.5;9.75
ZVE0A;2024-01-17;0.87;22.75;8.75
ZVE0A;2024-01-17;0.89;23.25;10
ZVE0A;2024-01-17;0.9;23;10.5
ZVE0A;2024-01-17;0.93;24.5;10.75
ZVE0A;2024-01-17;0.96;25.5;10.75
ZVE0A;2024-01-17;0.96;26.5;10.75
ZVE0A;2024-01-17;0.99;28;12.25
ZVE0A;2024-01-17;1.01;28.5;11.5
ZVE0A;2024-01-17;1.02;29.75;12.25
ZVE0A;2024-01-17;1.07;30.25;11.5
ZVE0A;2024-01-17;1.08;31.5;11.5
ZVE0A;2024-01-17;1.08;30.25;10.75
ZVE0A;2024-01-17;1.11;28.75;10.25
ZVE0A;2024-01-17;1.11;26.5;9.75
ZVE0A;2024-01-17;1.14;24.5;8.75
ZVE0A;2024-01-17;1.17;25;8.25
ZVE0A;2024-01-17;1.17;25.25;7.75
ZVE0A;2024-01-17;1.2;26.25;9
ZVE0A;2024-01-17;1.23;26.75;9.25
ZVE0A;2024-01-17;1.23;27.75;10.25
ZVE0A;2024-01-17;1.26;28;11
ZVE0A;2024-01-17;1.32;28.5;10.75
ZVE0A;2024-01-17;1.35;29.75;10.5
ZVE0A;2024-01-17;1.35;27.75;8.75
ZVE0A;2024-01-17;1.38;28;8.25
ZVE0A;2024-01-17;1.38;28.25;7.5
ZVE0A;2024-01-17;1.38;29.75;8.25
ZVE0A;2024-01-17;1.41;30.75;9.25
ZVE0A;2024-01-17;1.41;32.25;9.75
ZVE0A;2024-01-17;1.46;33.5;10.75
ZVE0A;2024-01-17;1.47;33;11.5
ZVE0A;2024-01-17;1.47;33.75;11.75
ZVE0A;2024-01-17;1.5;33.25;10.75
ZVE0A;2024-01-17;1.52;33.75;10.75
ZVE0A;2024-01-17;1.53;33.25;10.25
ZVE0A;2024-01-17;1.56;32.5;9.75
ZVE0A;2024-01-17;1.59;33;10.75
ZVE0A;2024-01-17;1.62;32.5;9.75
ZVE0A;2024-01-17;1.62;33;10.5
ZVE0A;2024-01-17;1.64;33;10
ZVE0A;2024-01-17;1.65;33.75;11
ZVE0A;2024-01-17;1.68;33;10.75
ZVE0A;2024-01-17;1.73;32.75;10.75
ZVE0A;2024-01-17;1.74;34;11.75
ZVE0A;2024-01-17;1.74;34.25;11.75
ZVE0A;2024-01-17;1.77;35;11.5
ZVE0A;2024-01-17;1.77;34;11
ZVE0A;2024-01-17;1.8;34.5;11
ZVE0A;2024-01-17;1.83;34;9.75
ZVE0A;2024-01-17;1.83;33.75;9.75
ZVE0A;2024-01-17;1.86;34;10.5
ZVE0A;2024-01-17;1.89;33.25;10.25
ZVE0A;2024-01-17;1.89;34;10.75
ZVE0A;2024-01-17;1.92;33.25;10.75
