Player_ID;Date;Seconds;Left Force;Right Force
USER AVE0E;2024-01-17;0;15.5;37.75
USER AVE0E;2024-01-17;0.7;15.5;37.75
USER AVE0E;2024-01-17;0.7;11.75;32.75
USER AVE0E;2024-01-17;0.73;12.75;31
USER AVE0E;2024-01-17;0.73;9.5;28.5
USER AVE0E;2024-01-17;0.73;9.5;28.25
USER AVE0E;2024-01-17;0.75;10.25;26.75
USER AVE0E;2024-01-17;0.78;10;26.75
USER AVE0E;2024-01-17;0.78;12.25;27
USER AVE0E;2024-01-17;0.81;12.25;28.75
USER AVE0E;2024-01-17;0.84;13;29
USER AVE0E;2024-01-17;0.84;12.75;28.5
USER AVE0E;2024-01-17;0.87;13.5;27.5
USER AVE0E;2024-01-17;0.93;14.25;26.25
USER AVE0E;2024-01-17;0.93;14;26.25
USER AVE0E;2024-01-17;0.94;14.75;24
USER AVE0E;2024-01-17;0.96;13.5;24.5
USER AVE0E;2024-01-17;0.99;13.5;24.5
USER AVE0E;2024-01-17;1;12.5;25.75
USER AVE0E;2024-01-17;1.02;12.25;27
USER AVE0E;2024-01-17;1.05;12;27
USER AVE0E;2024-01-17;1.05;12.25;29.5
USER AVE0E;2024-01-17;1.05;13.25;29.75
USER AVE0E;2024-01-17;1.08;13.75;31.75
USER AVE0E;2024-01-17;1.11;15;33
USER AVE0E;2024-01-17;1.11;13.75;33.5
USER AVE0E;2024-01-17;1.14;14;34
USER AVE0E;2024-01-17;1.17;13.5;33.75
USER AVE0E;2024-01-17;1.17;14;34.75
USER AVE0E;2024-01-17;1.2;15;35.25
USER AVE0E;2024-01-17;1.23;14.25;37.25
USER AVE0E;2024-01-17;1.23;15.75;37.75
USER AVE0E;2024-01-17;1.26;15.5;38.25
USER AVE0E;2024-01-17;1.29;17.25;39
USER AVE0E;2024-01-17;1.29;17.75;38.75
USER AVE0E;2024-01-17;1.32;18;40
USER AVE0E;2024-01-17;1.35;16.75;39.5
USER AVE0E;2024-01-17;1.35;16;40.25
USER AVE0E;2024-01-17;1.38;17;39.75
USER AVE0E;2024-01-17;1.47;15.25;39
USER AVE0E;2024-01-17;1.47;15.5;38.5
USER AVE0E;2024-01-17;1.48;14.25;37.5
USER AVE0E;2024-01-17;1.5;14;37.25
USER AVE0E;2024-01-17;1.51;12.75;34.75
USER AVE0E;2024-01-17;1.53;11.5;32.5
USER AVE0E;2024-01-17;1.53;10.25;32
USER AVE0E;2024-01-17;1.53;8.25;32
USER AVE0E;2024-01-17;1.56;7.75;32.75
USER AVE0E;2024-01-17;1.59;6;32.25
USER AVE0E;2024-01-17;1.59;6.75;32
USER AVE0E;2024-01-17;1.62;6;30.5
USER AVE0E;2024-01-17;1.65;5.75;31.25
USER AVE0E;2024-01-17;1.65;6;32
USER AVE0E;2024-01-17;1.68;5.5;32
USER AVE0E;2024-01-17;1.71;6;33.5
USER AVE0E;2024-01-17;1.71;5;32.75
USER AVE0E;2024-01-17;1.74;6.5;33
USER AVE0E;2024-01-17;1.77;6.5;34.5
USER AVE0E;2024-01-17;1.78;7.25;35.25
USER AVE0E;2024-01-17;1.8;7;36
USER AVE0E;2024-01-17;1.86;6.5;36.25
USER AVE0E;2024-01-17;1.89;6.75;38.25
USER AVE0E;2024-01-17;1.9;6.5;38.25
USER AVE0E;2024-01-17;1.9;7.75;39.25
USER AVE0E;2024-01-17;1.92;6.5;38.75
USER AVE0E;2024-01-17;1.93;7.5;39
USER AVE0E;2024-01-17;1.95;7.25;40.25
USER AVE0E;2024-01-17;1.95;8.75;40.5
USER AVE0E;2024-01-17;1.98;9.25;40.75
USER AVE0E;2024-01-17;2.01;8.75;40
USER AVE0E;2024-01-17;2.01;9;40
USER AVE0E;2024-01-17;2.07;8.25;40.25
USER AVE0E;2024-01-17;2.07;9.5;40.75
USER AVE0E;2024-01-17;2.1;8.5;40.75
USER AVE0E;2024-01-17;2.1;9.5;40.25
USER AVE0E;2024-01-17;2.13;8.5;40.5
USER AVE0E;2024-01-17;2.13;8.5;39.25
USER AVE0E;2024-01-17;2.16;9;39.25
USER AVE0E;2024-01-17;2.19;8.5;39.75
USER AVE0E;2024-01-17;2.19;9.25;40.25
USER AVE0E;2024-01-17;2.22;8.75;41.25
USER AVE0E;2024-01-17;2.25;10;41
USER AVE0E;2024-01-17;2.25;10.25;42.25
